img_name,labels,top,left,bottom,right,width,height,num_digits
31452.png,1.0_10.0,5,30,35,50,20,30,2
31453.png,7.0_9.0,5,26,27,48,22,22,2
31454.png,2.0_5.0,9,63,64,106,43,55,2
31455.png,3.0_1.0,57,107,84,135,28,27,2
31456.png,2.0,5,72,98,141,69,93,1
31457.png,8.0_7.0,2,40,52,82,42,50,2
31458.png,6.0_2.0,4,32,37,55,23,33,2
31459.png,2.0_7.0_10.0_7.0,6,26,34,94,68,28,4
3146.png,4.0_8.0_7.0,13,52,43,85,33,30,3
31460.png,6.0,18,63,68,81,18,50,1
31461.png,6.0,9,42,58,72,30,49,1
31462.png,2.0_3.0,1,58,85,167,109,84,2
31463.png,1.0_3.0_8.0,7,36,41,69,33,34,3
31464.png,2.0_7.0,6,62,73,127,65,67,2
31465.png,7.0_1.0,4,38,46,80,42,42,2
31466.png,3.0_1.0,9,38,50,62,24,41,2
31467.png,4.0,22,54,56,67,13,34,1
31468.png,6.0_8.0,15,45,39,71,26,24,2
31469.png,3.0_9.0,8,57,48,95,38,40,2
3147.png,1.0_6.0_5.0,1,23,26,59,36,25,3
31470.png,1.0_3.0,4,26,30,53,27,26,2
31471.png,3.0_7.0,23,78,90,139,61,67,2
31472.png,4.0_9.0,1,29,37,66,37,36,2
31473.png,4.0_10.0_4.0,29,183,62,227,44,33,3
31474.png,2.0_3.0,3,18,19,38,20,16,2
31475.png,1.0_1.0,15,49,69,79,30,54,2
31476.png,7.0_8.0,11,124,67,166,42,56,2
31477.png,2.0_8.0,7,80,68,132,52,61,2
31478.png,8.0_10.0,2,23,27,59,36,25,2
31479.png,6.0,11,54,65,88,34,54,1
3148.png,2.0,19,54,41,65,11,22,1
31480.png,4.0_7.0,14,47,40,68,21,26,2
31481.png,6.0_9.0,12,73,72,133,60,60,2
31482.png,1.0_1.0,17,49,57,90,41,40,2
31483.png,1.0_10.0,11,29,33,50,21,22,2
31484.png,2.0_7.0_2.0,17,52,50,99,47,33,3
31485.png,3.0_4.0_5.0_10.0,19,112,152,485,373,133,4
31486.png,2.0_5.0,26,72,68,128,56,42,2
31487.png,8.0,2,17,19,27,10,17,1
31488.png,1.0_9.0_6.0,4,23,28,57,34,24,3
31489.png,2.0_2.0_5.0_4.0,8,42,49,78,36,41,4
3149.png,2.0_8.0_5.0,18,107,86,198,91,68,3
31490.png,3.0,6,20,17,25,5,11,1
31491.png,2.0_2.0,12,81,77,159,78,65,2
31492.png,1.0_6.0,12,64,59,111,47,47,2
31493.png,3.0_5.0,2,35,39,70,35,37,2
31494.png,3.0_4.0,15,121,76,190,69,61,2
31495.png,2.0_7.0,1,34,45,87,53,44,2
31496.png,1.0_10.0,3,19,19,34,15,16,2
31497.png,1.0_1.0,1,23,24,40,17,23,2
31498.png,1.0_8.0_9.0,26,78,81,147,69,55,3
31499.png,2.0_2.0_5.0_1.0,12,38,31,75,37,19,4
315.png,4.0_2.0_1.0,1,17,18,35,18,17,3
3150.png,2.0_7.0,1,18,27,42,24,26,2
31500.png,4.0_8.0,13,68,81,131,63,68,2
31501.png,4.0,2,25,32,46,21,30,1
31502.png,5.0_9.0,25,100,100,155,55,75,2
31503.png,5.0_6.0_2.0,15,60,62,102,42,47,3
31504.png,5.0_4.0_1.0_6.0,1,23,27,61,38,26,4
31505.png,2.0_4.0,5,41,50,74,33,45,2
31506.png,5.0,3,19,23,35,16,20,1
31507.png,2.0_6.0,1,22,30,47,25,29,2
31508.png,2.0_10.0_1.0,2,75,102,199,124,100,3
31509.png,6.0,8,24,24,37,13,16,1
3151.png,1.0_9.0_5.0,4,30,33,67,37,29,3
31510.png,2.0_7.0_9.0,1,18,20,39,21,19,3
31511.png,4.0_3.0,10,53,69,116,63,59,2
31512.png,1.0_5.0_10.0,6,25,22,59,34,16,3
31513.png,4.0_5.0,10,57,54,97,40,44,2
31514.png,4.0_7.0,4,27,28,47,20,24,2
31515.png,4.0_5.0,5,16,26,35,19,21,2
31516.png,2.0_4.0,6,33,32,47,14,26,2
31517.png,3.0_8.0,5,57,70,120,63,65,2
31518.png,1.0_6.0,6,29,29,48,19,23,2
31519.png,5.0_9.0_5.0_10.0,10,37,33,82,45,23,4
3152.png,1.0_10.0_7.0_1.0,4,77,34,118,41,30,4
31520.png,8.0_2.0,4,41,41,76,35,37,2
31521.png,6.0_10.0,8,35,34,64,29,26,2
31522.png,1.0_3.0_8.0_8.0,2,17,19,41,24,17,4
31523.png,3.0_3.0,17,55,57,87,32,40,2
31524.png,4.0_3.0_10.0,45,90,86,146,56,41,3
31525.png,2.0_2.0,1,36,69,132,96,68,2
31526.png,1.0_8.0,11,54,68,97,43,57,2
31527.png,1.0_10.0,4,25,34,52,27,30,2
31528.png,4.0_2.0,3,20,29,37,17,26,2
31529.png,1.0,4,35,33,47,12,29,1
3153.png,2.0_2.0_2.0,11,46,41,93,47,30,3
31530.png,1.0_10.0,5,30,27,47,17,22,2
31531.png,7.0_6.0,12,45,36,72,27,24,2
31532.png,1.0_8.0,6,34,39,59,25,33,2
31533.png,1.0_6.0_10.0,1,18,17,34,16,16,3
31534.png,3.0_4.0_8.0,10,106,70,183,77,60,3
31535.png,4.0_3.0,8,29,33,54,25,25,2
31536.png,1.0_3.0,4,18,22,42,24,18,2
31537.png,5.0_3.0_4.0,2,33,37,77,44,35,3
31538.png,1.0_6.0_4.0,1,15,18,35,20,17,3
31539.png,1.0_3.0_4.0,4,33,44,66,33,40,3
3154.png,1.0_6.0_8.0,10,35,41,71,36,31,3
31540.png,6.0_10.0,9,35,36,66,31,27,2
31541.png,4.0_10.0,1,19,13,35,16,12,2
31542.png,1.0_9.0,1,38,53,85,47,52,2
31543.png,7.0_10.0,1,12,13,33,21,12,2
31544.png,2.0_3.0_3.0,1,19,22,54,35,21,3
31545.png,3.0_9.0,5,46,56,93,47,51,2
31546.png,5.0_10.0,1,20,23,48,28,22,2
31547.png,8.0_3.0_7.0,15,51,53,85,34,38,3
31548.png,1.0_6.0,7,53,73,112,59,66,2
31549.png,4.0_8.0,51,117,83,145,28,32,2
3155.png,6.0_8.0,2,30,36,44,14,34,2
31550.png,1.0_5.0,16,55,45,72,17,29,2
31551.png,1.0_10.0,5,23,25,39,16,20,2
31552.png,5.0_1.0,9,23,22,33,10,13,2
31553.png,9.0_1.0,11,55,57,95,40,46,2
31554.png,7.0,28,95,80,127,32,52,1
31555.png,1.0_2.0_5.0,13,56,64,96,40,51,3
31556.png,8.0_5.0,10,44,32,62,18,22,2
31557.png,1.0_3.0,4,33,43,68,35,39,2
31558.png,2.0,9,47,54,79,32,45,1
31559.png,6.0_3.0,31,116,79,163,47,48,2
3156.png,2.0_8.0_8.0,4,19,32,70,51,28,3
31560.png,2.0_5.0,2,31,36,74,43,34,2
31561.png,2.0_2.0,15,101,59,150,49,44,2
31562.png,4.0_6.0,12,79,99,192,113,87,2
31563.png,2.0_10.0_8.0_3.0,1,30,39,121,91,38,4
31564.png,3.0,6,24,22,34,10,16,1
31565.png,2.0_7.0_1.0,13,55,42,94,39,29,3
31566.png,6.0,8,42,49,69,27,41,1
31567.png,6.0_10.0,22,72,55,105,33,33,2
31568.png,3.0_7.0,1,16,21,29,13,20,2
31569.png,2.0_10.0_9.0,12,29,27,46,17,15,3
3157.png,3.0_1.0,1,12,19,29,17,18,2
31570.png,1.0_10.0_3.0,3,21,24,44,23,21,3
31571.png,1.0_5.0,6,36,30,53,17,24,2
31572.png,2.0_3.0,5,26,30,48,22,25,2
31573.png,1.0_7.0_4.0,4,33,37,77,44,33,3
31574.png,3.0_1.0,8,54,62,101,47,54,2
31575.png,1.0_10.0,1,16,18,34,18,17,2
31576.png,1.0_1.0,11,57,47,81,24,36,2
31577.png,5.0_6.0_7.0,35,95,65,138,43,30,3
31578.png,4.0_10.0_3.0,18,66,54,113,47,36,3
31579.png,1.0_1.0_8.0,3,15,18,32,17,15,3
3158.png,9.0_4.0,11,58,68,149,91,57,2
31580.png,5.0,5,24,29,36,12,24,1
31581.png,2.0_9.0,20,76,59,137,61,39,2
31582.png,1.0_5.0_1.0,5,23,24,49,26,19,3
31583.png,1.0_8.0_9.0,11,9,38,43,34,27,3
31584.png,7.0,5,24,23,30,6,18,1
31585.png,8.0_10.0,79,101,101,126,25,22,2
31586.png,1.0_4.0_10.0,39,145,78,204,59,39,3
31587.png,2.0_4.0_10.0,1,11,15,31,20,14,3
31588.png,2.0_6.0,14,193,68,235,42,54,2
31589.png,1.0_3.0,26,140,160,235,95,134,2
3159.png,2.0_6.0,10,43,43,85,42,33,2
31590.png,5.0_6.0,2,24,30,46,22,28,2
31591.png,3.0_5.0,7,22,26,37,15,19,2
31592.png,4.0_2.0,45,196,89,237,41,44,2
31593.png,2.0_5.0_3.0,3,22,24,44,22,21,3
31594.png,1.0_6.0,4,21,23,40,19,19,2
31595.png,2.0_2.0_1.0,1,67,74,136,69,73,3
31596.png,7.0_3.0_5.0,9,40,45,70,30,36,3
31597.png,3.0_1.0_4.0,1,29,40,60,31,39,3
31598.png,3.0_2.0,8,43,45,81,38,37,2
31599.png,1.0_2.0_7.0,13,65,71,147,82,58,3
316.png,2.0_5.0,9,52,60,110,58,51,2
3160.png,5.0_8.0,2,32,41,75,43,39,2
31600.png,6.0_7.0,2,23,28,43,20,26,2
31601.png,2.0_4.0,8,38,40,65,27,32,2
31602.png,3.0_10.0,3,29,29,51,22,26,2
31603.png,7.0_9.0,5,35,40,69,34,35,2
31604.png,1.0_1.0_4.0_8.0,10,37,28,76,39,18,4
31605.png,2.0_6.0,6,51,68,124,73,62,2
31606.png,2.0_10.0,6,23,24,36,13,18,2
31607.png,4.0_2.0,7,10,35,27,17,28,2
31608.png,6.0_4.0_5.0,16,107,115,217,110,99,3
31609.png,8.0,2,34,37,48,14,35,1
3161.png,5.0_4.0,14,58,46,94,36,32,2
31610.png,2.0_4.0_5.0,6,55,65,144,89,59,3
31611.png,8.0_1.0,2,47,51,79,32,49,2
31612.png,3.0_9.0,7,32,37,53,21,30,2
31613.png,5.0,9,40,41,55,15,32,1
31614.png,8.0,7,35,34,49,14,27,1
31615.png,5.0_7.0,2,27,27,42,15,25,2
31616.png,7.0_1.0_8.0,12,92,99,212,120,87,3
31617.png,1.0_4.0,4,33,38,59,26,34,2
31618.png,1.0_2.0,1,16,16,29,13,15,2
31619.png,7.0_9.0,1,35,45,63,28,44,2
3162.png,1.0,2,25,21,32,7,19,1
31620.png,1.0_4.0,1,27,31,51,24,30,2
31621.png,1.0_10.0_1.0,1,31,41,107,76,40,3
31622.png,2.0_9.0,2,19,27,43,24,25,2
31623.png,6.0_5.0,1,60,57,136,76,56,2
31624.png,2.0_6.0_9.0,14,82,70,159,77,56,3
31625.png,1.0_6.0_4.0,21,67,78,123,56,57,3
31626.png,1.0_7.0,5,35,33,55,20,28,2
31627.png,3.0,9,40,39,54,14,30,1
31628.png,6.0,18,36,69,65,29,51,1
31629.png,5.0,9,63,49,86,23,40,1
3163.png,4.0_10.0,14,38,35,59,21,21,2
31630.png,3.0_2.0,17,69,66,122,53,49,2
31631.png,7.0_7.0,42,100,69,137,37,27,2
31632.png,1.0_10.0,4,25,34,54,29,30,2
31633.png,2.0_5.0_9.0,7,41,45,67,26,38,3
31634.png,2.0_3.0,13,69,91,130,61,78,2
31635.png,7.0_8.0,4,24,28,38,14,24,2
31636.png,3.0_4.0,6,30,36,56,26,30,2
31637.png,4.0_10.0,4,19,24,43,24,20,2
31638.png,1.0_1.0,3,21,21,31,10,18,2
31639.png,3.0,9,48,56,75,27,47,1
3164.png,4.0_1.0,1,12,18,30,18,17,2
31640.png,1.0_8.0_6.0,14,50,55,102,52,41,3
31641.png,4.0,5,22,20,33,11,15,1
31642.png,7.0_7.0,31,102,65,133,31,34,2
31643.png,1.0_10.0_7.0,8,51,40,83,32,32,3
31644.png,1.0,5,26,22,32,6,17,1
31645.png,6.0_2.0_10.0,10,41,49,92,51,39,3
31646.png,3.0_5.0,1,40,49,68,28,48,2
31647.png,9.0_3.0,3,28,35,53,25,32,2
31648.png,2.0_6.0,35,100,61,135,35,26,2
31649.png,3.0_3.0,6,29,39,57,28,33,2
3165.png,5.0_1.0_3.0,3,16,21,44,28,18,3
31650.png,6.0_7.0,40,157,84,204,47,44,2
31651.png,8.0,6,40,38,53,13,32,1
31652.png,3.0_1.0,4,27,35,63,36,31,2
31653.png,4.0_6.0,1,75,99,175,100,98,2
31654.png,2.0_10.0,7,38,43,75,37,36,2
31655.png,1.0_10.0,1,15,22,36,21,21,2
31656.png,7.0,10,4,57,28,24,47,1
31657.png,3.0_3.0,19,86,126,189,103,107,2
31658.png,1.0_1.0,16,108,138,227,119,122,2
31659.png,6.0_1.0,6,123,163,252,129,157,2
3166.png,7.0_4.0,7,37,45,68,31,38,2
31660.png,7.0_5.0,3,21,25,35,14,22,2
31661.png,3.0_4.0,6,32,34,55,23,28,2
31662.png,1.0_3.0,5,37,43,57,20,38,2
31663.png,1.0_7.0,2,20,21,38,18,19,2
31664.png,1.0,23,73,64,88,15,41,1
31665.png,2.0_2.0_1.0_8.0,1,16,16,45,29,15,4
31666.png,5.0,6,58,46,73,15,40,1
31667.png,1.0_5.0_10.0,5,40,46,94,54,41,3
31668.png,5.0_3.0,15,80,86,157,77,71,2
31669.png,2.0_1.0,3,32,43,59,27,40,2
3167.png,4.0_10.0_4.0,2,23,25,51,28,23,3
31670.png,2.0_7.0_8.0,10,47,40,84,37,30,3
31671.png,1.0_2.0,2,29,34,47,18,32,2
31672.png,1.0_9.0_8.0,3,28,34,67,39,31,3
31673.png,1.0_9.0,3,20,23,40,20,20,2
31674.png,4.0_8.0_5.0,1,12,15,44,32,14,3
31675.png,2.0_3.0_8.0,18,65,56,115,50,38,3
31676.png,1.0_9.0,9,41,51,69,28,42,2
31677.png,2.0_8.0,3,19,24,35,16,21,2
31678.png,7.0,5,32,33,46,14,28,1
31679.png,4.0_3.0_5.0,30,83,78,138,55,48,3
3168.png,4.0_10.0,6,57,68,94,37,62,2
31680.png,1.0_5.0_5.0,2,21,22,48,27,20,3
31681.png,4.0_3.0,13,54,62,120,66,49,2
31682.png,3.0_2.0,3,54,74,138,84,71,2
31683.png,2.0_2.0_10.0,22,81,44,118,37,22,3
31684.png,4.0_1.0_7.0,21,75,64,116,41,43,3
31685.png,6.0_5.0,5,34,32,55,21,27,2
31686.png,3.0_9.0,1,16,22,35,19,21,2
31687.png,8.0_10.0,2,21,21,35,14,19,2
31688.png,2.0_1.0,2,20,20,31,11,18,2
31689.png,1.0_1.0,12,72,85,141,69,73,2
3169.png,1.0_5.0_6.0,8,34,36,54,20,28,3
31690.png,6.0_1.0,5,25,28,49,24,23,2
31691.png,1.0,1,16,23,22,6,22,1
31692.png,2.0_6.0,2,22,27,50,28,25,2
31693.png,7.0_4.0_8.0,58,108,91,147,39,33,3
31694.png,3.0_7.0,22,52,53,89,37,31,2
31695.png,5.0_9.0,9,27,27,49,22,18,2
31696.png,2.0,5,35,36,57,22,31,1
31697.png,5.0_10.0,1,21,27,40,19,26,2
31698.png,5.0_10.0_7.0,3,23,31,63,40,28,3
31699.png,1.0_9.0_10.0,1,27,32,60,33,31,3
317.png,4.0_4.0,1,15,18,27,12,17,2
3170.png,2.0_8.0,6,34,45,75,41,39,2
31700.png,2.0_3.0_10.0,36,69,67,99,30,31,3
31701.png,4.0_1.0,1,17,16,28,11,15,2
31702.png,2.0_2.0,8,36,33,55,19,25,2
31703.png,3.0_4.0,6,33,36,62,29,30,2
31704.png,8.0,4,45,40,55,10,36,1
31705.png,3.0_10.0,1,16,22,30,14,21,2
31706.png,8.0_9.0,6,32,41,56,24,35,2
31707.png,1.0_6.0_1.0,3,25,28,53,28,25,3
31708.png,1.0_1.0_6.0,6,38,57,99,61,51,3
31709.png,3.0_4.0_2.0_7.0,1,14,19,44,30,18,4
3171.png,8.0_9.0,4,19,30,43,24,26,2
31710.png,7.0_6.0,16,68,71,128,60,55,2
31711.png,1.0,1,20,22,29,9,21,1
31712.png,6.0_9.0,1,19,26,46,27,25,2
31713.png,3.0_4.0,1,22,29,52,30,28,2
31714.png,6.0_7.0,7,50,57,88,38,50,2
31715.png,2.0_3.0,3,16,19,27,11,16,2
31716.png,6.0,1,20,28,39,19,27,1
31717.png,5.0_1.0,2,16,21,33,17,19,2
31718.png,1.0_9.0_7.0,1,15,15,34,19,14,3
31719.png,3.0_4.0_7.0,3,32,39,61,29,36,3
3172.png,5.0,8,40,43,62,22,35,1
31720.png,5.0_5.0_8.0,9,57,66,165,108,57,3
31721.png,3.0_5.0_9.0,3,20,27,55,35,24,3
31722.png,1.0_10.0_4.0_4.0,18,109,112,299,190,94,4
31723.png,3.0_2.0_7.0,67,129,101,183,54,34,3
31724.png,4.0,4,17,18,23,6,14,1
31725.png,1.0_9.0_10.0,10,96,125,190,94,115,3
31726.png,3.0_9.0,23,15,85,88,73,62,2
31727.png,1.0_1.0,7,31,37,56,25,30,2
31728.png,8.0,4,21,20,31,10,16,1
31729.png,4.0_4.0_8.0_4.0,11,84,60,153,69,49,4
3173.png,1.0_7.0_10.0_6.0,1,14,12,39,25,11,4
31730.png,3.0_5.0,6,23,28,38,15,22,2
31731.png,1.0_2.0_7.0,11,62,77,139,77,66,3
31732.png,3.0_3.0,9,18,36,46,28,27,2
31733.png,7.0_3.0_10.0,74,115,113,175,60,39,3
31734.png,1.0_1.0_6.0,5,37,53,75,38,48,3
31735.png,4.0_2.0,20,46,42,66,20,22,2
31736.png,1.0_2.0_10.0,13,58,71,107,49,58,3
31737.png,1.0_7.0,12,48,49,72,24,37,2
31738.png,3.0_1.0,1,33,42,69,36,41,2
31739.png,3.0_3.0_7.0,93,156,140,198,42,47,3
3174.png,1.0_2.0_9.0,12,47,42,85,38,30,3
31740.png,1.0_8.0,9,52,66,101,49,57,2
31741.png,7.0,4,26,20,34,8,16,1
31742.png,9.0,1,16,17,30,14,16,1
31743.png,1.0_9.0,11,45,34,68,23,23,2
31744.png,4.0,6,23,20,30,7,14,1
31745.png,2.0_10.0_2.0_4.0,19,74,71,153,79,52,4
31746.png,4.0,24,63,87,93,30,63,1
31747.png,1.0_4.0_6.0,15,83,74,162,79,59,3
31748.png,1.0_10.0_5.0,14,43,41,69,26,27,3
31749.png,1.0_4.0,3,35,41,61,26,38,2
3175.png,7.0,3,27,41,50,23,38,1
31750.png,9.0_8.0_1.0,16,191,86,259,68,70,3
31751.png,9.0,9,29,28,39,10,19,1
31752.png,1.0_2.0,4,25,28,53,28,24,2
31753.png,1.0_5.0_5.0_2.0,32,120,96,201,81,64,4
31754.png,5.0_5.0,6,28,34,57,29,28,2
31755.png,5.0_6.0,1,41,50,89,48,49,2
31756.png,2.0_8.0,11,46,46,69,23,35,2
31757.png,1.0_1.0,7,24,27,40,16,20,2
31758.png,1.0_8.0_8.0,7,32,39,71,39,32,3
31759.png,4.0,1,40,41,65,25,40,1
3176.png,1.0_7.0,2,30,32,49,19,30,2
31760.png,1.0_3.0,1,16,24,41,25,23,2
31761.png,1.0_9.0_2.0,13,60,60,114,54,47,3
31762.png,2.0_1.0_1.0,4,50,54,103,53,50,3
31763.png,3.0_1.0_9.0,40,85,82,138,53,42,3
31764.png,1.0_4.0_9.0,6,29,30,64,35,24,3
31765.png,4.0_8.0,21,67,46,94,27,25,2
31766.png,2.0_10.0_4.0_6.0,19,50,54,117,67,35,4
31767.png,1.0_8.0,7,36,33,53,17,26,2
31768.png,1.0_1.0_4.0,3,28,37,51,23,34,3
31769.png,5.0,3,41,41,61,20,38,1
3177.png,9.0_5.0_7.0,36,72,85,139,67,49,3
31770.png,6.0_4.0,6,26,25,49,23,19,2
31771.png,1.0_10.0,4,26,20,38,12,16,2
31772.png,4.0_7.0,1,30,40,66,36,39,2
31773.png,3.0_1.0_4.0,2,18,27,44,26,25,3
31774.png,6.0_3.0,19,64,76,124,60,57,2
31775.png,1.0,12,50,48,65,15,36,1
31776.png,2.0_9.0,5,31,32,71,40,27,2
31777.png,7.0,2,26,23,34,8,21,1
31778.png,1.0_5.0_7.0,68,82,103,128,46,35,3
31779.png,6.0_8.0_6.0,1,20,22,42,22,21,3
3178.png,1.0_7.0,3,14,16,23,9,13,2
31780.png,2.0_6.0_1.0,9,7,41,55,48,32,3
31781.png,3.0_1.0_8.0,7,41,44,68,27,37,3
31782.png,3.0_5.0,6,56,65,147,91,59,2
31783.png,1.0_2.0_2.0,13,42,43,70,28,30,3
31784.png,4.0_10.0_3.0,17,139,61,191,52,44,3
31785.png,2.0_5.0,13,70,84,142,72,71,2
31786.png,1.0_5.0_1.0,3,52,66,137,85,63,3
31787.png,3.0_4.0,1,24,29,41,17,28,2
31788.png,3.0_7.0,3,24,22,42,18,19,2
31789.png,2.0_1.0_7.0,11,72,57,143,71,46,3
3179.png,3.0_3.0,10,56,52,106,50,42,2
31790.png,5.0_5.0,1,13,18,31,18,17,2
31791.png,2.0_7.0,8,56,72,120,64,64,2
31792.png,1.0,8,47,57,65,18,49,1
31793.png,6.0_7.0,6,27,35,58,31,29,2
31794.png,1.0_7.0_5.0,2,19,17,33,14,15,3
31795.png,3.0_2.0,13,45,52,86,41,39,2
31796.png,8.0_7.0,12,51,54,90,39,42,2
31797.png,2.0,53,201,232,310,109,179,1
31798.png,1.0_5.0,8,26,27,45,19,19,2
31799.png,1.0_4.0_8.0,1,17,21,47,30,20,3
318.png,1.0_7.0_1.0,1,19,29,50,31,28,3
3180.png,3.0,5,21,25,32,11,20,1
31800.png,2.0,7,43,53,61,18,46,1
31801.png,2.0_2.0_8.0_6.0,1,14,14,37,23,13,4
31802.png,9.0,6,39,36,58,19,30,1
31803.png,4.0_5.0,8,59,64,131,72,56,2
31804.png,1.0_6.0_2.0,1,26,39,83,57,38,3
31805.png,9.0_6.0,1,31,33,58,27,32,2
31806.png,1.0_3.0_4.0,19,85,72,137,52,53,3
31807.png,6.0_5.0,16,57,87,139,82,71,2
31808.png,2.0_3.0_1.0,12,37,41,66,29,29,3
31809.png,7.0_10.0,6,27,29,50,23,23,2
3181.png,1.0_10.0_7.0_10.0,14,78,99,195,117,85,4
31810.png,6.0_2.0,1,28,35,53,25,34,2
31811.png,1.0_8.0,6,33,42,51,18,36,2
31812.png,4.0_10.0,25,89,86,125,36,61,2
31813.png,1.0_1.0_5.0,27,89,71,142,53,44,3
31814.png,5.0,3,15,18,24,9,15,1
31815.png,5.0_10.0,7,45,46,89,44,39,2
31816.png,6.0_8.0,10,84,88,174,90,78,2
31817.png,10.0,4,38,24,46,8,20,1
31818.png,6.0_2.0,1,33,40,75,42,39,2
31819.png,2.0_2.0,11,44,44,88,44,33,2
3182.png,2.0_3.0_10.0,43,110,89,186,76,46,3
31820.png,1.0_10.0_2.0,3,30,39,75,45,36,3
31821.png,1.0_7.0,12,49,44,72,23,32,2
31822.png,1.0_3.0_7.0_10.0,9,0,69,98,98,60,4
31823.png,3.0_10.0,7,56,81,134,78,74,2
31824.png,1.0_9.0_9.0,4,44,58,116,72,54,3
31825.png,3.0_6.0,4,17,22,39,22,18,2
31826.png,5.0_1.0,5,42,54,83,41,49,2
31827.png,1.0_3.0,18,52,48,77,25,30,2
31828.png,1.0_4.0_3.0,16,67,75,120,53,59,3
31829.png,1.0_3.0_5.0_6.0,35,68,61,107,39,26,4
3183.png,8.0_9.0,19,86,65,125,39,46,2
31830.png,2.0_6.0,8,39,43,60,21,35,2
31831.png,2.0_6.0,3,28,33,52,24,30,2
31832.png,4.0_9.0,13,39,25,51,12,12,2
31833.png,8.0_6.0,3,34,47,80,46,44,2
31834.png,2.0_4.0_7.0,14,75,85,204,129,71,3
31835.png,2.0_1.0_1.0,8,40,41,77,37,33,3
31836.png,4.0_2.0,23,89,83,158,69,60,2
31837.png,8.0,5,25,26,38,13,21,1
31838.png,6.0_2.0_5.0,38,66,74,119,53,36,3
31839.png,6.0_7.0,8,39,44,71,32,36,2
3184.png,3.0_1.0,1,25,30,48,23,29,2
31840.png,3.0_4.0_9.0,14,44,66,98,54,52,3
31841.png,2.0_6.0,14,69,75,125,56,61,2
31842.png,4.0_1.0,3,34,44,64,30,41,2
31843.png,2.0_9.0,5,25,23,43,18,18,2
31844.png,1.0_3.0,1,15,17,31,16,16,2
31845.png,2.0,7,44,43,75,31,36,1
31846.png,6.0,1,20,16,30,10,15,1
31847.png,8.0_4.0_1.0,12,55,50,108,53,38,3
31848.png,7.0_9.0,4,26,27,46,20,23,2
31849.png,2.0_4.0,6,33,39,63,30,33,2
3185.png,1.0_2.0_4.0,3,34,31,61,27,28,3
31850.png,2.0_10.0_5.0,5,33,36,76,43,31,3
31851.png,5.0_6.0,1,26,28,57,31,27,2
31852.png,3.0_9.0,30,77,76,138,61,46,2
31853.png,3.0,4,23,29,34,11,25,1
31854.png,4.0_9.0_9.0_8.0,64,120,92,173,53,28,4
31855.png,3.0_3.0,4,30,40,64,34,36,2
31856.png,3.0_4.0,7,29,31,52,23,24,2
31857.png,4.0_5.0,29,166,71,197,31,42,2
31858.png,6.0,9,37,47,60,23,38,1
31859.png,1.0_2.0_2.0,55,94,106,161,67,51,3
3186.png,3.0_2.0,1,14,21,34,20,20,2
31860.png,6.0_6.0,2,37,48,81,44,46,2
31861.png,1.0,11,48,38,58,10,27,1
31862.png,1.0_2.0_7.0,30,148,66,200,52,36,3
31863.png,8.0_9.0,6,26,31,46,20,25,2
31864.png,6.0_4.0,13,57,59,112,55,46,2
31865.png,1.0_2.0_6.0,43,139,82,180,41,39,3
31866.png,3.0_8.0,8,50,59,77,27,51,2
31867.png,1.0_10.0_8.0,2,31,36,84,53,34,3
31868.png,1.0_8.0_7.0_10.0,2,25,25,71,46,23,4
31869.png,1.0_5.0,4,32,38,61,29,34,2
3187.png,6.0_6.0,2,19,23,36,17,21,2
31870.png,2.0_2.0,4,32,34,63,31,30,2
31871.png,7.0,1,66,79,97,31,78,1
31872.png,2.0_7.0,5,24,26,49,25,21,2
31873.png,1.0_10.0,1,20,23,45,25,22,2
31874.png,1.0_8.0_5.0_1.0,1,10,12,36,26,11,4
31875.png,9.0_5.0,36,115,75,174,59,39,2
31876.png,2.0_1.0_10.0,11,68,61,103,35,50,3
31877.png,1.0_8.0_9.0_1.0,2,18,15,42,24,13,4
31878.png,5.0,9,42,50,64,22,41,1
31879.png,1.0_6.0,4,29,34,54,25,30,2
3188.png,7.0_5.0,4,22,25,40,18,21,2
31880.png,1.0_7.0,5,53,68,85,32,63,2
31881.png,1.0_1.0_1.0,7,23,27,42,19,20,3
31882.png,2.0_8.0,4,32,31,64,32,27,2
31883.png,1.0_6.0,3,25,29,54,29,26,2
31884.png,7.0_2.0,16,54,44,79,25,28,2
31885.png,5.0_9.0_8.0,17,70,60,117,47,43,3
31886.png,3.0_4.0_1.0,29,98,64,147,49,35,3
31887.png,4.0_2.0,1,20,19,38,18,18,2
31888.png,1.0_8.0,4,22,22,42,20,18,2
31889.png,7.0_8.0,2,32,39,57,25,37,2
3189.png,5.0_5.0,47,118,88,156,38,41,2
31890.png,1.0,17,41,47,58,17,30,1
31891.png,8.0_3.0,36,136,137,251,115,101,2
31892.png,2.0_4.0_4.0,6,26,26,46,20,20,3
31893.png,5.0_3.0_4.0,2,22,25,49,27,23,3
31894.png,1.0_2.0_8.0,1,14,17,40,26,16,3
31895.png,9.0,20,17,60,41,24,40,1
31896.png,3.0_3.0,4,47,56,87,40,52,2
31897.png,7.0_2.0_7.0_8.0,23,72,50,112,40,27,4
31898.png,2.0_4.0,6,52,64,95,43,58,2
31899.png,1.0_10.0_2.0,3,39,52,94,55,49,3
319.png,6.0_8.0,21,92,90,169,77,69,2
3190.png,5.0,1,18,27,36,18,26,1
31900.png,8.0_9.0,14,102,90,171,69,76,2
31901.png,2.0_4.0,3,21,22,35,14,19,2
